GEOid,GEOid2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US54049020700,54049020700,"Census Tract 207, Marion County, West Virginia",3884,367
1400000US54049020800,54049020800,"Census Tract 208, Marion County, West Virginia",2785,314
1400000US54049020900,54049020900,"Census Tract 209, Marion County, West Virginia",4072,281
1400000US54049021000,54049021000,"Census Tract 210, Marion County, West Virginia",4856,540
1400000US54049021100,54049021100,"Census Tract 211, Marion County, West Virginia",2893,342
1400000US54049021200,54049021200,"Census Tract 212, Marion County, West Virginia",6261,442
1400000US54049021300,54049021300,"Census Tract 213, Marion County, West Virginia",3439,395
1400000US54049021400,54049021400,"Census Tract 214, Marion County, West Virginia",1862,186
1400000US54049021500,54049021500,"Census Tract 215, Marion County, West Virginia",3701,367
1400000US54049021600,54049021600,"Census Tract 216, Marion County, West Virginia",4574,391
1400000US54049021700,54049021700,"Census Tract 217, Marion County, West Virginia",1973,201
1400000US54049021800,54049021800,"Census Tract 218, Marion County, West Virginia",3127,326
1400000US54051020200,54051020200,"Census Tract 202, Marshall County, West Virginia",2021,275
1400000US54051020500,54051020500,"Census Tract 205, Marshall County, West Virginia",947,122
1400000US54051020601,54051020601,"Census Tract 206.01, Marshall County, West Virginia",2104,188
1400000US54051020702,54051020702,"Census Tract 207.02, Marshall County, West Virginia",1405,141
1400000US54051020800,54051020800,"Census Tract 208, Marshall County, West Virginia",4995,417
1400000US54051020900,54051020900,"Census Tract 209, Marshall County, West Virginia",5477,515
1400000US54051021000,54051021000,"Census Tract 210, Marshall County, West Virginia",6277,618
1400000US54051021100,54051021100,"Census Tract 211, Marshall County, West Virginia",5130,394
1400000US54051021300,54051021300,"Census Tract 213, Marshall County, West Virginia",4360,382
1400000US54053954801,54053954801,"Census Tract 9548.01, Mason County, West Virginia",3313,434
1400000US54053954802,54053954802,"Census Tract 9548.02, Mason County, West Virginia",4285,378
1400000US54053954900,54053954900,"Census Tract 9549, Mason County, West Virginia",6526,565
1400000US54053955000,54053955000,"Census Tract 9550, Mason County, West Virginia",5125,459
1400000US54053955101,54053955101,"Census Tract 9551.01, Mason County, West Virginia",3063,377
1400000US54053955102,54053955102,"Census Tract 9551.02, Mason County, West Virginia",4895,522
1400000US54055000900,54055000900,"Census Tract 9, Mercer County, West Virginia",3027,325
1400000US54055001000,54055001000,"Census Tract 10, Mercer County, West Virginia",5167,569
1400000US54055001100,54055001100,"Census Tract 11, Mercer County, West Virginia",5950,572
1400000US54055001200,54055001200,"Census Tract 12, Mercer County, West Virginia",3314,287
1400000US54055001300,54055001300,"Census Tract 13, Mercer County, West Virginia",4301,391
1400000US54055001400,54055001400,"Census Tract 14, Mercer County, West Virginia",2169,253
1400000US54055001500,54055001500,"Census Tract 15, Mercer County, West Virginia",5789,539
1400000US54055001600,54055001600,"Census Tract 16, Mercer County, West Virginia",1395,199
1400000US54055001700,54055001700,"Census Tract 17, Mercer County, West Virginia",5011,725
1400000US54055001800,54055001800,"Census Tract 18, Mercer County, West Virginia",5593,604
1400000US54055001900,54055001900,"Census Tract 19, Mercer County, West Virginia",1611,205
1400000US54055002000,54055002000,"Census Tract 20, Mercer County, West Virginia",2709,293
1400000US54055002100,54055002100,"Census Tract 21, Mercer County, West Virginia",3227,273
1400000US54055002200,54055002200,"Census Tract 22, Mercer County, West Virginia",4611,398
1400000US54055002300,54055002300,"Census Tract 23, Mercer County, West Virginia",5313,517
1400000US54055002400,54055002400,"Census Tract 24, Mercer County, West Virginia",2974,301
1400000US54057010100,54057010100,"Census Tract 101, Mineral County, West Virginia",2282,342
1400000US54057010200,54057010200,"Census Tract 102, Mineral County, West Virginia",3324,340
1400000US54057010300,54057010300,"Census Tract 103, Mineral County, West Virginia",4777,503
1400000US54057010400,54057010400,"Census Tract 104, Mineral County, West Virginia",4572,507
1400000US54057010500,54057010500,"Census Tract 105, Mineral County, West Virginia",4560,810
1400000US54057010600,54057010600,"Census Tract 106, Mineral County, West Virginia",6290,468
1400000US54057010700,54057010700,"Census Tract 107, Mineral County, West Virginia",2107,257
1400000US54059957100,54059957100,"Census Tract 9571, Mingo County, West Virginia",4189,389
1400000US54059957200,54059957200,"Census Tract 9572, Mingo County, West Virginia",3480,386
1400000US54059957300,54059957300,"Census Tract 9573, Mingo County, West Virginia",4021,335
1400000US54059957400,54059957400,"Census Tract 9574, Mingo County, West Virginia",3857,205
1400000US54059957500,54059957500,"Census Tract 9575, Mingo County, West Virginia",3467,319
1400000US54059957600,54059957600,"Census Tract 9576, Mingo County, West Virginia",3399,298
1400000US54059957700,54059957700,"Census Tract 9577, Mingo County, West Virginia",3816,335
1400000US54061010101,54061010101,"Census Tract 101.01, Monongalia County, West Virginia",1742,506
1400000US54061010102,54061010102,"Census Tract 101.02, Monongalia County, West Virginia",4927,606
1400000US54061010201,54061010201,"Census Tract 102.01, Monongalia County, West Virginia",5147,523
1400000US54061010202,54061010202,"Census Tract 102.02, Monongalia County, West Virginia",4178,664
1400000US54061010400,54061010400,"Census Tract 104, Monongalia County, West Virginia",3959,362
1400000US54061010600,54061010600,"Census Tract 106, Monongalia County, West Virginia",5632,656
1400000US54061010700,54061010700,"Census Tract 107, Monongalia County, West Virginia",3357,496
1400000US54061010800,54061010800,"Census Tract 108, Monongalia County, West Virginia",4395,516
1400000US54061010901,54061010901,"Census Tract 109.01, Monongalia County, West Virginia",3463,354
1400000US54061010902,54061010902,"Census Tract 109.02, Monongalia County, West Virginia",3574,353
1400000US54061011000,54061011000,"Census Tract 110, Monongalia County, West Virginia",4769,422
1400000US54061011100,54061011100,"Census Tract 111, Monongalia County, West Virginia",2440,242
1400000US54061011200,54061011200,"Census Tract 112, Monongalia County, West Virginia",3725,193
1400000US54061011300,54061011300,"Census Tract 113, Monongalia County, West Virginia",4032,375
1400000US54061011400,54061011400,"Census Tract 114, Monongalia County, West Virginia",3852,457
1400000US54061011500,54061011500,"Census Tract 115, Monongalia County, West Virginia",5017,516
1400000US54061011600,54061011600,"Census Tract 116, Monongalia County, West Virginia",5352,583
1400000US54061011700,54061011700,"Census Tract 117, Monongalia County, West Virginia",4085,417
1400000US54061011803,54061011803,"Census Tract 118.03, Monongalia County, West Virginia",3296,317
1400000US54061011804,54061011804,"Census Tract 118.04, Monongalia County, West Virginia",3415,572
1400000US54061011805,54061011805,"Census Tract 118.05, Monongalia County, West Virginia",5260,504
1400000US54061011806,54061011806,"Census Tract 118.06, Monongalia County, West Virginia",4944,395
1400000US54061011900,54061011900,"Census Tract 119, Monongalia County, West Virginia",4139,437
1400000US54061012000,54061012000,"Census Tract 120, Monongalia County, West Virginia",5632,654
1400000US54063950100,54063950100,"Census Tract 9501, Monroe County, West Virginia",3609,308
1400000US54063950200,54063950200,"Census Tract 9502, Monroe County, West Virginia",4539,381
1400000US54063950300,54063950300,"Census Tract 9503, Monroe County, West Virginia",5376,436
1400000US54065970700,54065970700,"Census Tract 9707, Morgan County, West Virginia",6017,566
1400000US54065970800,54065970800,"Census Tract 9708, Morgan County, West Virginia",4007,472
1400000US54065970900,54065970900,"Census Tract 9709, Morgan County, West Virginia",2748,519
1400000US54065971000,54065971000,"Census Tract 9710, Morgan County, West Virginia",4678,515
1400000US54067950100,54067950100,"Census Tract 9501, Nicholas County, West Virginia",3123,319
1400000US54067950200,54067950200,"Census Tract 9502, Nicholas County, West Virginia",6358,497
1400000US54067950300,54067950300,"Census Tract 9503, Nicholas County, West Virginia",1325,177
1400000US54067950400,54067950400,"Census Tract 9504, Nicholas County, West Virginia",4497,496
1400000US54067950500,54067950500,"Census Tract 9505, Nicholas County, West Virginia",1417,251
1400000US54067950600,54067950600,"Census Tract 9506, Nicholas County, West Virginia",5862,595
1400000US54067950700,54067950700,"Census Tract 9507, Nicholas County, West Virginia",3508,471
1400000US54069000200,54069000200,"Census Tract 2, Ohio County, West Virginia",3160,212
1400000US54069000300,54069000300,"Census Tract 3, Ohio County, West Virginia",1970,199
1400000US54069000400,54069000400,"Census Tract 4, Ohio County, West Virginia",1161,155
1400000US54069000500,54069000500,"Census Tract 5, Ohio County, West Virginia",1514,164
1400000US54069000600,54069000600,"Census Tract 6, Ohio County, West Virginia",1323,224
1400000US54069000700,54069000700,"Census Tract 7, Ohio County, West Virginia",865,190
1400000US54069001300,54069001300,"Census Tract 13, Ohio County, West Virginia",1585,137
1400000US54069001400,54069001400,"Census Tract 14, Ohio County, West Virginia",3465,297
1400000US54069001500,54069001500,"Census Tract 15, Ohio County, West Virginia",2454,205
1400000US54069001600,54069001600,"Census Tract 16, Ohio County, West Virginia",2233,207
1400000US54069001700,54069001700,"Census Tract 17, Ohio County, West Virginia",1588,170
1400000US54069001800,54069001800,"Census Tract 18, Ohio County, West Virginia",5579,430
1400000US54069001901,54069001901,"Census Tract 19.01, Ohio County, West Virginia",2566,188
1400000US54069002000,54069002000,"Census Tract 20, Ohio County, West Virginia",5126,390
1400000US54069002100,54069002100,"Census Tract 21, Ohio County, West Virginia",3916,336
1400000US54069002200,54069002200,"Census Tract 22, Ohio County, West Virginia",2549,288
1400000US54069002600,54069002600,"Census Tract 26, Ohio County, West Virginia",2026,275
1400000US54069002700,54069002700,"Census Tract 27, Ohio County, West Virginia",876,127
1400000US54071970400,54071970400,"Census Tract 9704, Pendleton County, West Virginia",1666,203
1400000US54071970500,54071970500,"Census Tract 9705, Pendleton County, West Virginia",3674,256
1400000US54071970600,54071970600,"Census Tract 9706, Pendleton County, West Virginia",2185,238
1400000US54073962100,54073962100,"Census Tract 9621, Pleasants County, West Virginia",3425,219
1400000US54073962200,54073962200,"Census Tract 9622, Pleasants County, West Virginia",4175,219
1400000US54075960101,54075960101,"Census Tract 9601.01, Pocahontas County, West Virginia",1186,210
1400000US54075960102,54075960102,"Census Tract 9601.02, Pocahontas County, West Virginia",1172,201
1400000US54075960200,54075960200,"Census Tract 9602, Pocahontas County, West Virginia",3800,345
1400000US54075960300,54075960300,"Census Tract 9603, Pocahontas County, West Virginia",2552,312
1400000US54077963800,54077963800,"Census Tract 9638, Preston County, West Virginia",6215,528
1400000US54077963900,54077963900,"Census Tract 9639, Preston County, West Virginia",3746,356
1400000US54077964000,54077964000,"Census Tract 9640, Preston County, West Virginia",4100,359
1400000US54077964100,54077964100,"Census Tract 9641, Preston County, West Virginia",4776,317
1400000US54077964200,54077964200,"Census Tract 9642, Preston County, West Virginia",4064,371
1400000US54077964300,54077964300,"Census Tract 9643, Preston County, West Virginia",4560,374
1400000US54077964400,54077964400,"Census Tract 9644, Preston County, West Virginia",3240,402
1400000US54077964500,54077964500,"Census Tract 9645, Preston County, West Virginia",3019,327
1400000US54079020100,54079020100,"Census Tract 201, Putnam County, West Virginia",5027,582
1400000US54079020200,54079020200,"Census Tract 202, Putnam County, West Virginia",5399,557
1400000US54079020300,54079020300,"Census Tract 203, Putnam County, West Virginia",4560,443
1400000US54079020400,54079020400,"Census Tract 204, Putnam County, West Virginia",6750,519
1400000US54079020500,54079020500,"Census Tract 205, Putnam County, West Virginia",6280,519
1400000US54079020601,54079020601,"Census Tract 206.01, Putnam County, West Virginia",5592,429
1400000US54079020603,54079020603,"Census Tract 206.03, Putnam County, West Virginia",7300,604
1400000US54079020604,54079020604,"Census Tract 206.04, Putnam County, West Virginia",2954,299
1400000US54079020605,54079020605,"Census Tract 206.05, Putnam County, West Virginia",7843,572
1400000US54079020700,54079020700,"Census Tract 207, Putnam County, West Virginia",4651,415
1400000US54081000200,54081000200,"Census Tract 2, Raleigh County, West Virginia",3490,384
1400000US54081000300,54081000300,"Census Tract 3, Raleigh County, West Virginia",4334,471
1400000US54081000400,54081000400,"Census Tract 4, Raleigh County, West Virginia",3551,323
1400000US54081000500,54081000500,"Census Tract 5, Raleigh County, West Virginia",4103,448
1400000US54081000600,54081000600,"Census Tract 6, Raleigh County, West Virginia",4649,603
1400000US54081000700,54081000700,"Census Tract 7, Raleigh County, West Virginia",3183,284
1400000US54081000802,54081000802,"Census Tract 8.02, Raleigh County, West Virginia",6167,543
1400000US54081000803,54081000803,"Census Tract 8.03, Raleigh County, West Virginia",4779,392
1400000US54081000804,54081000804,"Census Tract 8.04, Raleigh County, West Virginia",5988,549
1400000US54081000900,54081000900,"Census Tract 9, Raleigh County, West Virginia",5611,706
1400000US54081001001,54081001001,"Census Tract 10.01, Raleigh County, West Virginia",5019,477
1400000US54081001002,54081001002,"Census Tract 10.02, Raleigh County, West Virginia",3205,345
1400000US54081001100,54081001100,"Census Tract 11, Raleigh County, West Virginia",5993,591
1400000US54081001200,54081001200,"Census Tract 12, Raleigh County, West Virginia",4813,523
1400000US54081001300,54081001300,"Census Tract 13, Raleigh County, West Virginia",4963,386
1400000US54081001400,54081001400,"Census Tract 14, Raleigh County, West Virginia",4887,387
1400000US54081001500,54081001500,"Census Tract 15, Raleigh County, West Virginia",4092,505
1400000US54083965900,54083965900,"Census Tract 9659, Randolph County, West Virginia",4087,426
1400000US54083966000,54083966000,"Census Tract 9660, Randolph County, West Virginia",4262,313
1400000US54083966100,54083966100,"Census Tract 9661, Randolph County, West Virginia",3800,266
1400000US54083966200,54083966200,"Census Tract 9662, Randolph County, West Virginia",4104,392
1400000US54083966300,54083966300,"Census Tract 9663, Randolph County, West Virginia",3073,323
1400000US54083966400,54083966400,"Census Tract 9664, Randolph County, West Virginia",5579,526
1400000US54083966500,54083966500,"Census Tract 9665, Randolph County, West Virginia",4541,461
1400000US54085962300,54085962300,"Census Tract 9623, Ritchie County, West Virginia",4333,284
1400000US54085962400,54085962400,"Census Tract 9624, Ritchie County, West Virginia",2632,311
1400000US54085962500,54085962500,"Census Tract 9625, Ritchie County, West Virginia",3256,330
1400000US54087962800,54087962800,"Census Tract 9628, Roane County, West Virginia",2252,256
1400000US54087962900,54087962900,"Census Tract 9629, Roane County, West Virginia",4098,300
1400000US54087963000,54087963000,"Census Tract 9630, Roane County, West Virginia",3745,343
1400000US54087963100,54087963100,"Census Tract 9631, Roane County, West Virginia",4654,409
1400000US54089000500,54089000500,"Census Tract 5, Summers County, West Virginia",2517,258
1400000US54089000600,54089000600,"Census Tract 6, Summers County, West Virginia",5746,349
1400000US54089000700,54089000700,"Census Tract 7, Summers County, West Virginia",1590,153
1400000US54089000800,54089000800,"Census Tract 8, Summers County, West Virginia",3846,325
1400000US54091964600,54091964600,"Census Tract 9646, Taylor County, West Virginia",4906,537
1400000US54091964700,54091964700,"Census Tract 9647, Taylor County, West Virginia",4742,342
1400000US54091964800,54091964800,"Census Tract 9648, Taylor County, West Virginia",5287,411
1400000US54091964900,54091964900,"Census Tract 9649, Taylor County, West Virginia",2034,283
1400000US54093965200,54093965200,"Census Tract 9652, Tucker County, West Virginia",1790,214
1400000US54093965300,54093965300,"Census Tract 9653, Tucker County, West Virginia",2079,192
1400000US54093965400,54093965400,"Census Tract 9654, Tucker County, West Virginia",3127,216
1400000US54095961800,54095961800,"Census Tract 9618, Tyler County, West Virginia",3643,232
1400000US54095961900,54095961900,"Census Tract 9619, Tyler County, West Virginia",3280,302
1400000US54095962000,54095962000,"Census Tract 9620, Tyler County, West Virginia",2161,230
1400000US54097966600,54097966600,"Census Tract 9666, Upshur County, West Virginia",4690,431
1400000US54097966700,54097966700,"Census Tract 9667, Upshur County, West Virginia",3546,215
1400000US54097966800,54097966800,"Census Tract 9668, Upshur County, West Virginia",3673,372
1400000US54097966900,54097966900,"Census Tract 9669, Upshur County, West Virginia",3347,382
1400000US54097967000,54097967000,"Census Tract 9670, Upshur County, West Virginia",4870,531
1400000US54097967100,54097967100,"Census Tract 9671, Upshur County, West Virginia",4361,402
1400000US54099005100,54099005100,"Census Tract 51, Wayne County, West Virginia",1937,123
1400000US54099005200,54099005200,"Census Tract 52, Wayne County, West Virginia",1981,136
1400000US54099020100,54099020100,"Census Tract 201, Wayne County, West Virginia",2330,229
1400000US54099020300,54099020300,"Census Tract 203, Wayne County, West Virginia",4584,406
1400000US54099020400,54099020400,"Census Tract 204, Wayne County, West Virginia",6431,548
1400000US54099020500,54099020500,"Census Tract 205, Wayne County, West Virginia",4559,590
1400000US54099020600,54099020600,"Census Tract 206, Wayne County, West Virginia",5830,458
1400000US54099020700,54099020700,"Census Tract 207, Wayne County, West Virginia",3623,429
1400000US54099020800,54099020800,"Census Tract 208, Wayne County, West Virginia",4401,412
1400000US54099020900,54099020900,"Census Tract 209, Wayne County, West Virginia",3504,462
1400000US54099021000,54099021000,"Census Tract 210, Wayne County, West Virginia",2555,403
1400000US54101970100,54101970100,"Census Tract 9701, Webster County, West Virginia",4650,326
1400000US54101970200,54101970200,"Census Tract 9702, Webster County, West Virginia",2232,259
1400000US54101970300,54101970300,"Census Tract 9703, Webster County, West Virginia",2123,202
1400000US54103004900,54103004900,"Census Tract 49, Wetzel County, West Virginia",3651,259
1400000US54103030400,54103030400,"Census Tract 304, Wetzel County, West Virginia",2936,354
1400000US54103030500,54103030500,"Census Tract 305, Wetzel County, West Virginia",4251,328
1400000US54103030700,54103030700,"Census Tract 307, Wetzel County, West Virginia",4099,290
1400000US54103030800,54103030800,"Census Tract 308, Wetzel County, West Virginia",1377,257
1400000US54105030101,54105030101,"Census Tract 301.01, Wirt County, West Virginia",3249,226
1400000US54105030102,54105030102,"Census Tract 301.02, Wirt County, West Virginia",2561,226
1400000US54107000100,54107000100,"Census Tract 1, Wood County, West Virginia",3487,311
1400000US54107000300,54107000300,"Census Tract 3, Wood County, West Virginia",2798,315
1400000US54107000400,54107000400,"Census Tract 4, Wood County, West Virginia",2132,163
1400000US54107000500,54107000500,"Census Tract 5, Wood County, West Virginia",4053,325
1400000US54107000701,54107000701,"Census Tract 7.01, Wood County, West Virginia",2738,468
1400000US54107000702,54107000702,"Census Tract 7.02, Wood County, West Virginia",1525,183
1400000US54107000801,54107000801,"Census Tract 8.01, Wood County, West Virginia",1535,169
1400000US54107000802,54107000802,"Census Tract 8.02, Wood County, West Virginia",3702,306
1400000US54107000901,54107000901,"Census Tract 9.01, Wood County, West Virginia",1421,236
1400000US54107000902,54107000902,"Census Tract 9.02, Wood County, West Virginia",1482,195
1400000US54107000903,54107000903,"Census Tract 9.03, Wood County, West Virginia",4347,322
1400000US54107010101,54107010101,"Census Tract 101.01, Wood County, West Virginia",2010,306
1400000US54107010102,54107010102,"Census Tract 101.02, Wood County, West Virginia",1867,150
1400000US54107010200,54107010200,"Census Tract 102, Wood County, West Virginia",2989,67
1400000US54107010300,54107010300,"Census Tract 103, Wood County, West Virginia",4597,231
1400000US54107010400,54107010400,"Census Tract 104, Wood County, West Virginia",1913,120
1400000US54107010501,54107010501,"Census Tract 105.01, Wood County, West Virginia",1599,122
1400000US54107010502,54107010502,"Census Tract 105.02, Wood County, West Virginia",4152,252
1400000US54107010601,54107010601,"Census Tract 106.01, Wood County, West Virginia",4860,469
1400000US54107010602,54107010602,"Census Tract 106.02, Wood County, West Virginia",4846,331
1400000US54107010701,54107010701,"Census Tract 107.01, Wood County, West Virginia",5927,449
1400000US54107010702,54107010702,"Census Tract 107.02, Wood County, West Virginia",8208,531
1400000US54107010800,54107010800,"Census Tract 108, Wood County, West Virginia",2814,255
1400000US54107010901,54107010901,"Census Tract 109.01, Wood County, West Virginia",4801,320
1400000US54107010902,54107010902,"Census Tract 109.02, Wood County, West Virginia",3698,362
1400000US54107011000,54107011000,"Census Tract 110, Wood County, West Virginia",3094,317
1400000US54109002800,54109002800,"Census Tract 28, Wyoming County, West Virginia",2794,349
1400000US54109002901,54109002901,"Census Tract 29.01, Wyoming County, West Virginia",4505,400
1400000US54109002902,54109002902,"Census Tract 29.02, Wyoming County, West Virginia",3421,365
1400000US54109003000,54109003000,"Census Tract 30, Wyoming County, West Virginia",2136,271
1400000US54109003100,54109003100,"Census Tract 31, Wyoming County, West Virginia",5155,553
1400000US54109003200,54109003200,"Census Tract 32, Wyoming County, West Virginia",5192,460
